Samples,./barcode02_kr2_output,./barcode02_kr2_output,./barcode02_kr2_output,./barcode10_kr2_output,./barcode10_kr2_output,./barcode10_kr2_output,./barcode18_kr2_output,./barcode18_kr2_output,./barcode18_kr2_output,./barcode26_kr2_output,./barcode26_kr2_output,./barcode26_kr2_output,./barcode34_kr2_output,./barcode34_kr2_output,./barcode34_kr2_output,./barcode42_kr2_output,./barcode42_kr2_output,./barcode42_kr2_output,./barcode50_kr2_output,./barcode50_kr2_output,./barcode50_kr2_output,./barcode58_kr2_output,./barcode58_kr2_output,./barcode58_kr2_output,./barcode66_kr2_output,./barcode66_kr2_output,./barcode66_kr2_output,./barcode74_kr2_output,./barcode74_kr2_output,./barcode74_kr2_output,./barcode82_kr2_output,./barcode82_kr2_output,./barcode82_kr2_output,./barcode90_kr2_output,./barcode90_kr2_output,./barcode90_kr2_output,./shane_kraken2_kr2_output,./shane_kraken2_kr2_output,./shane_kraken2_kr2_output,./zymo_mockcommunity_kr2_output,./zymo_mockcommunity_kr2_output,./zymo_mockcommunity_kr2_output,SHARED_class,SHARED_class,SHARED_class,SHARED_phylum,SHARED_phylum,SHARED_phylum,SHARED_SUMMARY,SHARED_SUMMARY,SHARED_SUMMARY,Details,Details
481805,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,19,19,39.26315789473684,19,19,39.26315789473684,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli ATCC 8739
585057,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,39.2,5,5,39.2,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli IAI39
585397,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,28,28,38.17857142857143,28,28,38.17857142857143,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli ED1a
595495,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,106,106,39.79245283018868,106,106,39.79245283018868,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli KO11FL
696406,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,20,20,38.8,20,20,38.8,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli UMNK88
745156,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,18,18,39.55555555555556,18,18,39.55555555555556,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli 1303
758831,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7,7,39.142857142857146,7,7,39.142857142857146,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli ECC-1470
861906,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,33,0,39.54545454545455,33,0,39.54545454545455,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O44:H18
216592,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,33,33,39.54545454545455,33,33,39.54545454545455,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli 042
869729,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,23,23,38.43478260869565,23,23,38.43478260869565,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli UM146
930406,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,38,38,38.71052631578947,38,38,38.71052631578947,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O157:H16
941280,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,39.0,5,5,39.0,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O25b:H4
941323,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,15,15,38.333333333333336,15,15,38.333333333333336,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli VR50
991915,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,6,6,44.0,6,6,44.0,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O121:H19
1038927,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,25,25,40.48,25,25,40.48,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O104:H4
1045010,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,45,45,41.13333333333333,45,45,41.13333333333333,0,0,-inf,0,0,-inf,0,0,-inf,serogroup,Escherichia coli O157
1050617,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,23,23,39.608695652173914,23,23,39.608695652173914,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli UMNF18
1055537,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,0,37.666666666666664,9,0,37.666666666666664,0,0,-inf,0,0,-inf,0,0,-inf,serogroup,Escherichia coli O121
1055543,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,9,37.666666666666664,9,9,37.666666666666664,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Escherichia coli O121 str. RM8352
1072458,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,0,39.2,5,0,39.2,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O7:K1
1072459,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,39.2,5,5,39.2,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O7:K1 str. CE10
1078034,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,10,10,39.2,10,10,39.2,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O145:H28
1329907,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,26,26,39.61538461538461,26,26,39.61538461538461,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli APEC IMT5155
1358422,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,14,14,40.285714285714285,14,14,40.285714285714285,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli PCN061
1412834,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,11,11,40.63636363636363,11,11,40.63636363636363,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli FAP1
1446701,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7,7,40.0,7,7,40.0,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O169:H41
1446746,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,16,16,39.75,16,16,39.75,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O6:H16
1603259,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,14,0,38.57142857142857,14,0,38.57142857142857,0,0,-inf,0,0,-inf,0,0,-inf,serotype,Escherichia coli O139:H28
331111,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,14,14,38.57142857142857,14,14,38.57142857142857,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O139:H28 str. E24377A
2048777,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,60,60,39.4,60,60,39.4,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O15:H11
2048778,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,38.4,5,5,38.4,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O178:H19
2048780,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7,7,39.285714285714285,7,7,39.285714285714285,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O25:H16
2048781,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,10,10,39.2,10,10,39.2,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia coli O27:H7
2233553,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,12,0,38.0,12,0,38.0,0,0,-inf,0,0,-inf,0,0,-inf,serogroup,Escherichia coli O43
1055541,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,12,12,38.0,12,12,38.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Escherichia coli O43 str. RM10042
564,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,53,30,38.528301886792455,53,30,38.528301886792455,0,0,-inf,0,0,-inf,0,0,-inf,species,Escherichia fergusonii
585054,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,9,39.333333333333336,9,9,39.333333333333336,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia fergusonii ATCC 35469
981367,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,14,14,37.5,14,14,37.5,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia fergusonii ECD227
208962,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,162,155,39.34567901234568,162,155,39.34567901234568,0,0,-inf,0,0,-inf,0,0,-inf,species,Escherichia albertii
1440052,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7,7,38.57142857142857,7,7,38.57142857142857,0,0,-inf,0,0,-inf,0,0,-inf,strain,Escherichia albertii KF1
1499973,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,131,131,38.94656488549618,131,131,38.94656488549618,0,0,-inf,0,0,-inf,0,0,-inf,species,Escherichia marmotae
570,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,78,26,39.89743589743589,78,26,39.89743589743589,0,0,-inf,0,0,-inf,0,0,-inf,genus,Klebsiella
548,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,6,6,37.5,6,6,37.5,0,0,-inf,0,0,-inf,0,0,-inf,species,Klebsiella aerogenes
573,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,46,39,41.108695652173914,46,39,41.108695652173914,0,0,-inf,0,0,-inf,0,0,-inf,species,Klebsiella pneumoniae
72407,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7,7,45.0,7,7,45.0,0,0,-inf,0,0,-inf,0,0,-inf,subspecies,Klebsiella pneumoniae subsp. pneumoniae
590,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,15499,129,57.23388605716498,15499,129,57.23388605716498,0,0,-inf,0,0,-inf,0,0,-inf,genus,Salmonella
28901,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,15354,7872,57.38700013025922,15354,7872,57.38700013025922,0,0,-inf,0,0,-inf,0,0,-inf,species,Salmonella enterica
59201,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,7101,2692,41.233065765385156,7101,2692,41.233065765385156,0,0,-inf,0,0,-inf,0,0,-inf,subspecies,Salmonella enterica subsp. enterica
594,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,27,27,39.18518518518518,27,27,39.18518518518518,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Gallinarum
595,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,49,21,39.0,49,21,39.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Infantis
596155,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,28,28,38.892857142857146,28,28,38.892857142857146,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Infantis str. SARB27
598,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,6,0,40.0,6,0,40.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Rubislaw
938143,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,6,6,40.0,6,6,40.0,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717
600,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,13,13,39.0,13,13,39.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Thompson
605,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,47,42,41.57446808510638,47,42,41.57446808510638,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Pullorum
1029979,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,41.6,5,5,41.6,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120
611,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,19,9,39.78947368421053,19,9,39.78947368421053,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Heidelberg
1160717,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,10,10,39.5,10,10,39.5,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Heidelberg str. B182
28144,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,30,30,39.8,30,30,39.8,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Derby
28146,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,12,0,39.583333333333336,12,0,39.583333333333336,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Moscow
1243579,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,12,12,39.583333333333336,12,12,39.583333333333336,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Moscow str. S-1843
28147,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,0,39.22222222222222,9,0,39.22222222222222,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Oranienburg
997333,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,9,39.22222222222222,9,9,39.22222222222222,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Oranienburg str. 0250
28150,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,54,54,39.27777777777778,54,54,39.27777777777778,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Senftenberg
29482,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,0,40.77777777777778,9,0,40.77777777777778,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Abony
1029983,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,9,9,40.77777777777778,9,9,40.77777777777778,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Abony str. 0014
46626,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,10,10,39.0,10,10,39.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Give
54388,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,16,16,40.0,16,16,40.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Paratyphi A
57045,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,24,1,39.083333333333336,24,1,39.083333333333336,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Paratyphi B
224729,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,15,15,38.53333333333333,15,15,38.53333333333333,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Java
1016998,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,8,8,40.0,8,8,40.0,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7
57046,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,49,0,40.06122448979592,49,0,40.06122448979592,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Paratyphi C
476213,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,49,49,40.06122448979592,49,49,40.06122448979592,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594
57743,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,37,37,39.189189189189186,37,37,39.189189189189186,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Weltevreden
58096,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,20,0,38.9,20,0,38.9,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Bareilly
1173427,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,20,20,38.9,20,20,38.9,0,0,-inf,0,0,-inf,0,0,-inf,strain,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189
58101,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,31,31,38.74193548387097,31,31,38.74193548387097,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Waycross
58712,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,12,12,39.5,12,12,39.5,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Anatum
70803,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,5,5,39.0,5,5,39.0,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Minnesota
82689,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,0,0,-inf,14,14,39.785714285714285,14,14,39.785714285714285,0,0,-inf,0,0,-inf,0,0,-inf,no_rank,Salmonella enterica subsp. enterica serovar Muenster
